classified.type,classified.subtype,classified.price,classified.transactionType,classified.zip,classified.kitchen.type,NOTRclassified.building.constructionYear,classified.building.condition,NOTRclassified.energy.heatingType,NOTRclassified.certificates.primaryEnergyConsumptionLevel,classified.bedroom.count,classified.land.surface,classified.atticExists,classified.outdoor.garden.surface,classified.outdoor.terrace.exists,classified.wellnessEquipment.hasSwimmingPool,classified.parking.parkingSpaceCount.indoor
house,house,70000,for sale,7370,None,None,to renovate,None,877,1,340,0,None,0,0,None
house,house,80000,for sale,7012,None,None,to be done up,None,966,2,200,0,None,0,0,None
house,house,120000,for sale,7340,None,None,to renovate,gas,384,2,180,0,None,1,0,None
house,house,290000,for sale,7387,None,None,None,pellet,627,3,2355,0,None,1,0,2
house,house,290000,for sale,7387,None,None,None,pellet,627,3,2355,0,None,1,0,2
house,house,160000,for sale,7370,None,None,to be done up,gas,511,2,773,0,None,1,0,1
house,house,160000,for sale,7370,None,None,to be done up,gas,511,2,773,0,None,1,0,1
house,house,160000,for sale,7301,None,None,None,gas,259,3,170,0,None,1,0,None
house,house,130000,for sale,7300,None,None,to be done up,fueloil,286,4,497,0,None,1,0,None
house,house,130000,for sale,7300,None,None,to be done up,fueloil,286,4,497,0,None,1,0,None
house,house,130000,for sale,7340,None,None,to renovate,gas,371,3,670,0,None,1,0,1
house,house,300000,for sale,7387,None,None,to be done up,fueloil,285,2,11264,0,None,1,0,10
house,house,300000,for sale,7387,None,None,to be done up,fueloil,285,2,11264,0,None,1,0,10
house,house,170000,for sale,7340,None,None,None,gas,164,3,0,0,None,1,0,1
house,house,270000,for sale,7301,None,None,None,fueloil,350,4,460,0,None,1,0,1
house,house,210000,for sale,7370,None,1964,None,fueloil,675,2,1055,0,None,1,0,1
house,house,60000,for sale,7080,None,None,to renovate,gas,684,2,150,0,None,0,0,None
house,house,100000,for sale,7390,None,None,to be done up,gas,256,2,80,0,None,0,0,None
house,house,115000,for sale,7080,None,None,to renovate,gas,626,3,590,0,None,0,0,None
house,house,115000,for sale,7080,None,None,to renovate,gas,626,3,590,0,None,0,0,None
house,house,155000,for sale,7370,None,None,to be done up,gas,487,5,465,0,None,1,0,1
house,house,155000,for sale,7370,None,None,to be done up,gas,487,5,465,0,None,1,0,1
house,house,65000,for sale,7370,None,None,to renovate,gas,442,3,265,0,None,1,0,1
house,house,65000,for sale,7370,None,None,to renovate,gas,442,3,265,0,None,1,0,1
house,house,90000,for sale,7970,None,None,to renovate,carbon,773,2,265,0,None,0,0,None
house,house,90000,for sale,7970,None,None,to renovate,carbon,773,2,265,0,None,0,0,None
house,house,125000,for sale,7080,None,None,to be done up,fueloil,407,4,231,0,None,1,0,1
house,house,80000,for sale,7370,None,None,to renovate,fueloil,610,4,552,0,None,0,0,2
house,house,100000,for sale,7080,None,None,to be done up,None,540,5,547,0,None,1,0,None
house,house,65000,for sale,7370,None,None,to renovate,None,871,2,320,0,None,0,0,1
house,house,95000,for sale,7370,None,None,None,fueloil,351,3,0,0,None,0,0,None
house,house,95000,for sale,7370,None,None,None,fueloil,351,3,0,0,None,0,0,None
house,house,65000,for sale,7390,None,None,to renovate,gas,593,1,273,0,None,0,0,1
house,house,110000,for sale,7340,None,None,None,gas,399,2,214,0,None,0,0,None
house,house,65000,for sale,7370,None,None,to renovate,None,659,3,260,0,None,0,0,None
house,house,65000,for sale,7370,None,None,to renovate,None,659,3,260,0,None,0,0,None
house,house,85000,for sale,7340,None,None,to be done up,gas,430,2,120,0,None,1,0,None
house,house,140000,for sale,7370,None,None,None,gas,340,2,302,0,None,0,0,None
house,house,140000,for sale,7370,None,None,None,gas,340,2,302,0,None,0,0,None
house,house,90000,for sale,7390,None,None,to be done up,gas,680,2,135,0,None,1,0,None
house,house,235000,for sale,7300,None,None,to be done up,gas,474,6,500,0,None,1,0,None
house,house,235000,for sale,7300,None,None,to be done up,gas,474,6,500,0,None,1,0,None
house,house,145000,for sale,7301,None,None,None,gas,290,3,340,0,None,1,0,None
house,house,225000,for sale,7390,None,None,None,pellet,538,3,515,0,None,1,0,1
house,house,139000,for sale,7340,None,None,None,gas,352,2,0,0,None,0,0,None
house,house,150000,for sale,7370,None,None,None,pellet,326,3,312,0,None,1,0,None
house,house,150000,for sale,7370,None,None,None,pellet,326,3,312,0,None,1,0,None
house,house,65000,for sale,7390,None,None,to renovate,None,283,2,160,0,None,1,0,None
house,mixed use building,85000,for sale,7370,None,None,to renovate,gas,557,3,150,0,None,0,0,None
house,house,75000,for sale,7387,None,None,to renovate,None,850,3,429,0,1,0,0,None
house,house,75000,for sale,7387,None,None,to renovate,None,850,3,429,0,1,0,0,None
house,house,175000,for sale,7973,None,None,None,gas,409,2,380,0,None,1,0,1
house,house,120000,for sale,7340,None,None,to renovate,gas,440,2,1770,0,None,0,0,2
house,house,160000,for sale,7340,None,None,to be done up,gas,235,3,290,0,None,0,0,None
house,house,150000,for sale,7332,None,None,to be done up,fueloil,342,3,220,0,None,1,0,1
house,house,50000,for sale,7370,None,None,to renovate,gas,513,1,0,0,None,0,0,None
house,house,50000,for sale,7370,None,None,to renovate,gas,513,1,0,0,None,0,0,None
house,house,340000,for sale,2590,installed,2022,None,None,None,3,254,0,62,1,0,None
house,house,340000,for sale,2590,installed,2022,None,None,None,3,254,0,62,1,0,None
house,house,341000,for sale,2590,installed,2022,None,None,None,3,141,0,51,1,0,None
house,house,341000,for sale,2590,installed,2022,None,None,None,3,141,0,51,1,0,None
house,house,372000,for sale,2590,installed,2022,None,None,None,3,302,0,108,1,0,None
house,house,372000,for sale,2590,installed,2022,None,None,None,3,302,0,108,1,0,None
house,house,378000,for sale,2590,installed,2022,None,None,None,3,287,0,202,1,0,None
house,house,378000,for sale,2590,installed,2022,None,None,None,3,287,0,202,1,0,None
house,house,343000,for sale,2590,installed,2022,None,None,None,3,144,0,60,1,0,None
house,house,343000,for sale,2590,installed,2022,None,None,None,3,144,0,60,1,0,None
house group,house group,340000 - 378000,for sale,2590,None,None,None,None,None,None,None,0,None,0,0,None
house,villa,849000,for sale,3800,hyper equipped,2003,as new,None,250,5,2056,1,1500,1,1,1
house,house,795000,for sale,1420,installed,None,good,gas,295,5,600,0,None,1,0,1
house,house,795000,for sale,1420,installed,None,good,gas,295,5,600,0,None,1,0,1
house,house,110000,for sale,6041,not installed,None,to be done up,gas,339,2,290,1,200,0,0,None
house,house,110000,for sale,6041,not installed,None,to be done up,gas,339,2,290,1,200,0,0,None
house,house,199000,for sale,5500,hyper equipped,None,None,pellet,532,3,0,0,None,0,0,2
house,house,199000,for sale,5500,hyper equipped,None,None,pellet,532,3,0,0,None,0,0,2
house,house,220000,for sale,6182,semi equipped,None,good,gas,269,3,250,1,250,1,0,None
house,house,270000,for sale,7130,installed,None,good,gas,354,3,110,0,None,1,0,1
house,house,469000,for sale,1731,installed,1976,good,gas,None,3,500,1,150,1,0,None
house,house,469000,for sale,1731,installed,1976,good,gas,None,3,500,1,150,1,0,None
house,house,265000,for sale,8520,None,None,good,None,770,3,379,0,None,1,0,1
house,house,210000,for sale,1420,installed,1920,to renovate,fueloil,369,3,370,0,None,1,0,None
house,house,50000,for sale,4420,None,None,to renovate,fueloil,591,3,89,0,None,1,0,None
house,villa,579000,for sale,2860,installed,1973,good,gas,None,3,2243,0,None,0,0,1
house,villa,1850000,for sale,9700,None,1988,None,gas,184,5,7492,0,None,1,1,1
house,house,140000,for sale,6044,semi equipped,None,to renovate,fueloil,474,3,597,1,369,1,0,None
house,house,398500,for sale,8000,hyper equipped,None,None,gas,None,3,156,0,None,0,0,None
house,house,389000,for sale,2820,installed,1962,good,fueloil,905,2,768,0,None,0,0,1
house,house,375000,for sale,9320,hyper equipped,None,good,gas,375,3,486,1,300,1,0,None
house,house,375000,for sale,9320,hyper equipped,None,good,gas,375,3,486,1,300,1,0,None
house,manor house,685000,for sale,3800,installed,1964,to renovate,fueloil,712,3,23017,0,None,0,0,1
house,house,299000,for sale,8820,None,1971,just renovated,None,170,3,208,0,None,0,0,None
house,house,199000,for sale,8400,None,1930,to be done up,None,426,2,70,1,None,1,0,None
house,house,386721,for sale,8791,installed,None,None,None,None,3,647,0,None,1,0,None
house,house,368324,for sale,8791,installed,None,None,gas,None,3,422,0,None,1,0,None
house,house,368324,for sale,8791,installed,None,None,gas,None,3,422,0,None,1,0,None
house,house,370882,for sale,8791,installed,None,None,gas,None,3,420,0,None,1,0,None
house,house,370882,for sale,8791,installed,None,None,gas,None,3,420,0,None,1,0,None
house,mixed use building,370882,for sale,8791,installed,None,None,gas,None,3,420,0,None,1,0,None
house,mixed use building,368324,for sale,8791,installed,None,None,gas,None,3,422,0,None,1,0,None
house,house,130000,for sale,7012,semi equipped,None,None,gas,399,3,126,1,None,1,0,None
house,house,335000,for sale,2220,None,1979,good,gas,317,4,305,0,None,1,0,1
house,house,369000,for sale,8000,installed,None,good,None,311,3,210,0,None,0,0,None
house,house,180000,for sale,5500,semi equipped,None,to renovate,fueloil,607,3,0,0,None,0,0,2
house,house,180000,for sale,5500,semi equipped,None,to renovate,fueloil,607,3,0,0,None,0,0,2
house,house,275000,for sale,2160,semi equipped,None,to renovate,gas,405,2,0,0,None,1,0,1
house,house,369000,for sale,8000,hyper equipped,None,as new,gas,311,3,210,1,100,1,0,None
house,house,220000,for sale,8900,installed,None,good,None,1180,3,565,1,None,1,0,None
house,apartment block,795000,for sale,9000,installed,2017,just renovated,gas,113,6,59,0,None,0,0,None
house,house,379000,for sale,1420,installed,None,good,fueloil,397,4,340,0,None,1,0,2
house,house,379000,for sale,1420,installed,None,good,fueloil,397,4,340,0,None,1,0,2
house,house,295000,for sale,1400,installed,None,good,electric,698,3,0,0,None,0,0,None
house,house,215000,for sale,9950,None,1944,None,gas,251,3,160,0,None,1,0,None
house,apartment block,290000,for sale,6800,installed,None,good,fueloil,239,6,74,0,None,0,0,None
house,house,179500,for sale,4030,semi equipped,None,None,None,770,3,120,0,60,0,0,None
house,farmhouse,310000,for sale,4460,semi equipped,None,to renovate,gas,547,4,930,1,450,1,0,None
house,farmhouse,310000,for sale,4460,semi equipped,None,to renovate,gas,547,4,930,1,450,1,0,None
house,house,165000,for sale,4170,not installed,None,None,gas,171,3,217,0,None,1,0,None
house,house,165000,for sale,4170,not installed,None,None,gas,171,3,217,0,None,1,0,None
house,house,160000,for sale,4170,not installed,None,to be done up,gas,140,2,118,0,None,1,0,None
house,house,160000,for sale,4170,not installed,None,to be done up,gas,140,2,118,0,None,1,0,None
house,exceptional property,339000,for sale,2060,installed,2020,as new,gas,125,3,0,0,24,0,0,1
house,exceptional property,339000,for sale,2060,installed,2020,as new,gas,125,3,0,0,24,0,0,1
house,house,279000,for sale,1357,None,1950,as new,None,380,3,556,0,None,1,0,1
house,house,459000,for sale,3000,usa hyper equipped,None,as new,gas,None,3,96,0,None,1,0,None
house,house,359000,for sale,9420,not installed,None,to be done up,pellet,647,3,2350,0,None,1,0,4
house,house,359000,for sale,9420,not installed,None,to be done up,pellet,647,3,2350,0,None,1,0,4
house,villa,430000,for sale,4053,None,1965,None,fueloil,485,5,1344,0,None,1,0,None
house,farmhouse,198000,for sale,6567,semi equipped,None,to be done up,gas,389,3,9422,1,None,1,0,None
house,farmhouse,198000,for sale,6567,semi equipped,None,to be done up,gas,389,3,9422,1,None,1,0,None
house,house,210000,for sale,6927,installed,None,good,fueloil,339,4,800,0,800,1,0,1
house,house,210000,for sale,6927,installed,None,good,fueloil,339,4,800,0,800,1,0,1
house,house,259900,for sale,4340,hyper equipped,2014,None,gas,102,3,454,0,300,1,0,None
house,house,219000,for sale,4480,None,None,good,gas,419,3,0,0,None,0,0,1
house,house,320000,for sale,7120,installed,1986,good,electric,605,3,900,0,None,1,1,1
house,house,350000,for sale,6700,installed,None,good,fueloil,283,3,696,0,None,1,0,1
house,house,440000,for sale,1320,installed,1895,good,fueloil,None,5,1045,0,1045,1,0,2
house,house,286000,for sale,6060,hyper equipped,None,good,gas,204,3,181,0,None,0,0,1
house,house,239500,for sale,4540,not installed,None,to be done up,fueloil,415,3,1474,0,None,1,0,1
house,villa,1250000,for sale,1390,None,1996,good,gas,157,4,10461,0,None,1,1,1
house,house,80000,for sale,7700,installed,None,None,gas,344,5,1020,1,None,1,0,None
house,house,375000,for sale,1930,installed,None,just renovated,gas,437,3,158,1,58,0,0,None
house,house,415000,for sale,2870,hyper equipped,2021,None,None,None,3,0,0,44,1,0,1
house,house,370000,for sale,2870,hyper equipped,2021,None,None,None,3,0,0,32,1,0,1
house,house,375000,for sale,7822,installed,1983,as new,fueloil,None,3,1050,1,700,1,0,1
house,house,99000,for sale,1470,None,None,to renovate,None,535,2,230,0,140,0,0,None
house,house,235000,for sale,7860,installed,None,as new,gas,None,2,200,1,20,1,0,2
house,house,59900,for sale,6060,semi equipped,1880,to be done up,gas,465,2,67,0,None,0,0,None
house,house,299000,for sale,4120,installed,None,good,fueloil,501,3,1662,0,None,1,0,None
house,house,285000,for sale,2222,installed,1961,good,gas,435,2,1070,0,None,0,0,1
house,villa,499000,for sale,8670,None,1990,as new,gas,259,3,615,0,None,1,0,1
house,house,370000,for sale,7890,None,None,to renovate,None,663,3,3270,1,None,1,0,1
house,house,370000,for sale,7890,None,None,to renovate,None,663,3,3270,1,None,1,0,1
house,mixed use building,695000,for sale,9000,hyper equipped,None,None,gas,121,4,234,1,None,1,0,1
house,mixed use building,695000,for sale,9040,hyper equipped,None,None,gas,121,4,234,1,None,1,0,1
house,house,88500,for sale,4860,not installed,None,to be done up,gas,857,4,0,1,150,1,0,None
house,house,129000,for sale,4800,None,None,to be done up,gas,175,4,0,1,None,0,0,None
house,apartment block,129000,for sale,4800,None,None,to be done up,gas,175,4,0,1,None,0,0,None
house,apartment block,129000,for sale,4800,None,None,to be done up,gas,175,4,0,1,None,0,0,None
house,house,220000,for sale,8210,semi equipped,1931,to renovate,fueloil,575,2,720,0,None,0,0,1
house,house,189000,for sale,3582,usa installed,1938,to renovate,None,451,2,388,1,205,1,0,1
house,town house,490000,for sale,1070,hyper equipped,2020,as new,gas,None,2,0,0,None,1,0,1
house,house,279000,for sale,1357,None,1950,as new,None,380,3,556,0,None,1,0,1
house,house,371900,for sale,8370,hyper equipped,2021,as new,gas,None,3,165,0,None,1,0,1
house,apartment block,179000,for sale,4100,not installed,1939,to be done up,gas,153,5,253,0,160,1,0,None
house,house,299000,for sale,6210,None,None,to renovate,None,578,4,1048,0,878,1,0,1
house,villa,475000,for sale,5670,installed,2005,None,electric,66,3,15193,0,15000,1,0,None
house,house,592450,for sale,1702,installed,2002,as new,gas,188,5,500,1,400,1,1,1
house,villa,305000,for sale,4500,installed,2011,good,electric,322,3,6057,1,None,0,0,None
house,house,179000,for sale,4400,installed,None,good,gas,432,3,240,0,120,0,0,None
house,house,60000,for sale,8400,installed,1930,None,None,376,3,91,0,None,0,0,None
house,house,320000,for sale,3320,installed,None,good,None,468,2,465,0,220,1,0,2
house,house,262500,for sale,9990,installed,1952,to be done up,None,276,5,809,1,None,1,0,1
house,house,140000,for sale,7800,semi equipped,None,to renovate,gas,822,2,370,0,None,0,0,None
house,house,80000,for sale,7970,not installed,None,to renovate,electric,858,2,150,0,None,0,0,None
house,house,120000,for sale,9420,not installed,None,just renovated,None,967,3,745,1,None,0,0,1
house,house,475000,for sale,2018,semi equipped,2021,as new,gas,70,3,136,0,136,0,0,None
house,house,475000,for sale,2018,semi equipped,2021,as new,gas,70,3,136,0,136,0,0,None
house,apartment block,310000,for sale,4100,None,None,to renovate,gas,477,4,475,0,None,1,0,8
house,house,750000,for sale,9052,hyper equipped,None,as new,electric,159,3,220,0,1000,0,0,None
house,house,395000,for sale,8906,hyper equipped,None,as new,gas,114,4,455,1,224,1,0,1
house,apartment block,880000,for sale,1040,None,None,good,gas,None,8,98,0,None,1,0,None
house,house,299000,for sale,8540,installed,1955,good,None,268,4,143,0,30,1,0,2
house,house,325000,for sale,3350,None,None,good,None,599,3,380,0,92,0,0,1
house,house,259500,for sale,8434,None,2003,as new,None,340,3,0,0,None,0,0,None
house,villa,490000,for sale,7850,hyper equipped,2004,as new,electric,45,2,966,1,None,0,0,None
house group,house group,315000 - 405000,for sale,9870,None,None,None,None,None,None,None,0,None,0,0,None
house,villa,1050000,for sale,9040,None,1941,just renovated,None,191,7,544,0,None,1,0,1
house,house,349000,for sale,1500,None,1951,to be done up,None,421,3,261,1,None,0,0,1
house,house,352500,for sale,8730,usa installed,2022,as new,None,None,3,284,1,None,0,0,None
house,house,336500,for sale,8730,usa installed,2022,as new,None,None,3,249,1,None,0,0,None
house,house,317500,for sale,8730,usa installed,2022,as new,None,None,3,180,1,None,0,0,1
house,house,350000,for sale,8730,usa installed,2022,as new,None,None,3,274,1,None,0,0,1
house,house,315000,for sale,8730,usa installed,2022,as new,None,None,3,187,1,None,0,0,1
house,house,310000,for sale,8730,usa installed,2022,as new,None,None,3,187,1,None,0,0,1
house,house,795000,for sale,9500,None,None,good,None,395,5,952,0,None,1,0,None
house,house,795000,for sale,9500,None,None,good,None,395,5,952,0,None,1,0,None
house,house,239000,for sale,2300,None,1969,good,gas,262,3,143,0,None,1,0,1
house,house,89000,for sale,6031,not installed,1874,to renovate,gas,397,3,110,1,None,0,0,1
house,country cottage,325000,for sale,8420,semi equipped,None,to be done up,gas,489,3,0,1,None,1,0,1
